vx,vy,vz,sci_photons,xpos0,ypos0,photons0,xpos1,ypos1,photons1,xpos2,ypos2,photons2,xpos3,ypos3,photons3
7.35336,-7.22082,-19.6021,331096,-25,-25,257,-25,25,237,25,-25,294,25,25,277
9.71375,-44.853,-23.1257,457869,-25,-25,387,-25,25,204,25,-25,499,25,25,206
9.83563,27.9311,-1.97868,70,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
23.001,34.6357,20.8928,3456,-25,-25,1,-25,25,2,25,-25,3,25,25,5
11.0282,8.53479,5.74003,131,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
18.196,-6.06984,13.493,23623,-25,-25,16,-25,25,13,25,-25,18,25,25,21
5.95349,31.4583,12.6487,22,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
39.2608,40.0686,-5.1456,0,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
24.33,-3.65599,19.0926,48659,-25,-25,25,-25,25,28,25,-25,37,25,25,31
-31.048,-2.61246,2.44775,40277,-25,-25,39,-25,25,28,25,-25,18,25,25,28
-41.6317,14.0375,-13.3706,409251,-25,-25,284,-25,25,767,25,-25,184,25,25,242
-30.8987,43.7024,-15.1233,89,-99.9,-99.9,-1,-25,25,1,-99.9,-99.9,-1,-99.9,-99.9,-1
-20.0343,34.4703,-6.00682,17910,-25,-25,10,-25,25,13,25,-25,7,25,25,14
-12.3993,24.5921,-8.9707,69,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
-35.692,-22.2593,0.56366,2372,-25,-25,6,-99.9,-99.9,-1,25,-25,1,25,25,1
41.3563,-11.3621,9.02637,266438,-25,-25,121,-25,25,124,25,-25,186,25,25,192
23.4507,-14.3746,-21.4521,42,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
5.52848,-26.6296,18.7443,6009,-25,-25,1,-25,25,3,25,-25,2,25,25,2
33.8414,-24.949,21.2699,253,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
31.1898,8.2761,-12.1783,225,-99.9,-99.9,-1,-25,25,1,25,-25,1,25,25,1
-1.82438,-28.201,-19.2348,96,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
26.9316,3.19934,9.22448,103,-99.9,-99.9,-1,-99.9,-99.9,-1,25,-25,1,-99.9,-99.9,-1
33.061,-35.5477,10.7222,15852,-25,-25,9,-25,25,10,25,-25,26,25,25,15
10.9427,7.76207,-21.9378,492729,-25,-25,360,-25,25,626,25,-25,335,25,25,442
-40.8998,38.4777,-3.95072,12699,-25,-25,16,-25,25,9,25,-25,8,25,25,4
-8.80921,0.159611,15.5308,3795,-25,-25,7,-25,25,2,25,-25,2,25,25,1
36.9352,26.6108,-0.283332,157,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,25,25,1
28.9876,17.9282,9.04744,52,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,25,25,2
16.3984,42.546,-19.9397,35174,-25,-25,18,-25,25,37,25,-25,24,25,25,46
14.2422,6.4522,-8.23531,5475,-25,-25,9,-25,25,6,25,-25,7,25,25,3
-30.3414,-6.97849,20.7535,386223,-25,-25,256,-25,25,293,25,-25,221,25,25,234
-44.441,-3.06204,-6.49523,355918,-25,-25,285,-25,25,295,25,-25,198,25,25,177
-32.0866,-34.008,6.22676,38473,-25,-25,99,-25,25,14,25,-25,21,25,25,24
-2.79658,28.7856,8.08079,4001,-25,-25,5,-25,25,2,25,-25,3,25,25,8
30.2704,-43.1933,7.60733,37597,-25,-25,17,-25,25,18,25,-25,45,25,25,18
17.8466,28.4856,11.2218,0,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
-24.0488,13.3524,-4.70174,120,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,25,25,1
-29.145,-6.36846,-2.63571,72421,-25,-25,104,-25,25,65,25,-25,35,25,25,32
-33.1488,1.87478,19.3617,7033,-25,-25,3,-25,25,5,25,-25,3,25,25,1
43.2638,44.1911,4.87165,112,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
32.5571,-11.53,-7.25816,9338,-25,-25,5,-25,25,5,25,-25,13,25,25,9
3.42579,-7.8258,14.1194,173976,-25,-25,142,-25,25,119,25,-25,131,25,25,130
41.9715,22.5737,-20.1388,76,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
23.5647,32.1497,15.4359,138,-99.9,-99.9,-1,-99.9,-99.9,-1,25,-25,1,-99.9,-99.9,-1
-32.8386,-36.4439,-22.0777,4037,-25,-25,6,-25,25,2,25,-25,2,25,25,5
-7.53047,-23.7345,-18.3933,140,-25,-25,1,-99.9,-99.9,-1,-99.9,-99.9,-1,25,25,1
20.3956,26.2461,19.793,0,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
-12.3279,-6.74944,4.98929,87,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
-40.4333,-12.0278,13.4772,302,-99.9,-99.9,-1,-25,25,1,-99.9,-99.9,-1,-99.9,-99.9,-1
26.0305,12.4777,-3.96063,83,-99.9,-99.9,-1,-99.9,-99.9,-1,25,-25,1,-99.9,-99.9,-1
38.8585,1.06331,-5.36725,94,-99.9,-99.9,-1,-99.9,-99.9,-1,25,-25,1,-99.9,-99.9,-1
37.4646,15.9604,-7.10963,35,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
-32.0796,-18.1566,-17.6055,442279,-25,-25,722,-25,25,440,25,-25,299,25,25,231
16.4525,36.425,-21.9945,83949,-25,-25,45,-25,25,69,25,-25,43,25,25,87
24.9058,36.1357,-9.43441,366053,-25,-25,167,-25,25,244,25,-25,220,25,25,703
31.9339,-24.0035,-22.749,4304,-25,-25,1,-25,25,1,25,-25,5,25,25,1
