vx,vy,vz,sci_photons,xpos0,ypos0,photons0,xpos1,ypos1,photons1,xpos2,ypos2,photons2,xpos3,ypos3,photons3
9.51078,-17.982,-4.63664,88,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,15,15,1
12.949,4.08713,-4.51802,14450,-15,-15,9,-15,15,20,15,-15,29,15,15,64
10.9863,15.0561,6.18728,214375,-15,-15,179,-15,15,249,15,-15,268,15,15,2106
15.8395,17.9411,5.72096,55261,-15,-15,46,-15,15,86,15,-15,63,15,15,887
6.676,-18.1851,4.52137,66505,-15,-15,116,-15,15,69,15,-15,282,15,15,79
-9.4378,-4.86782,-1.33196,250,-99.9,-99.9,-1,-99.9,-99.9,-1,15,-15,1,-99.9,-99.9,-1
-6.26723,-19.3626,0.523359,43,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
10.0782,-24.1811,-5.16244,77766,-15,-15,132,-15,15,70,15,-15,362,15,15,80
-6.13412,-11.3637,-5.52623,5335,-15,-15,24,-15,15,7,15,-15,14,15,15,10
1.92501,-22.719,2.71883,11541,-15,-15,25,-15,15,10,15,-15,27,15,15,12
18.5819,-16.0498,-2.53702,77,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
-8.94775,-10.9966,-1.27819,850,-15,-15,1,-15,15,3,-99.9,-99.9,-1,15,15,1
14.5991,-9.15816,-8.98427,84,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
-4.77558,20.7302,-3.65429,100476,-15,-15,105,-15,15,441,15,-15,90,15,15,193
-15.0415,11.2642,-3.44168,52922,-15,-15,83,-15,15,335,15,-15,55,15,15,71
5.90969,12.6206,-7.26934,0,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
-3.22079,4.15143,3.09205,124457,-15,-15,226,-15,15,285,15,-15,210,15,15,288
24.4745,-24.2467,3.73723,5006,-15,-15,3,-15,15,3,15,-15,12,15,15,6
22.7583,-2.02196,0.574772,42,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
19.385,10.9141,7.0369,17090,-15,-15,11,-15,15,18,15,-15,40,15,15,95
23.5238,-11.3798,0.272235,9762,-15,-15,8,-15,15,7,15,-15,23,15,15,18
-22.4166,16.0379,9.96938,162,-99.9,-99.9,-1,-15,15,1,15,-15,1,-99.9,-99.9,-1
-7.24308,-3.16208,-5.03464,5896,-15,-15,14,-15,15,12,15,-15,14,15,15,14
